date,region,retail_sales,flight_bookings,hotel_prices,festival_uplift
2023-09-11,South,1856.09,64.28,277.61,0.0
2023-09-12,South,1990.5,41.06,239.73,0.0
2023-09-13,South,1894.67,52.23,273.83,0.0
2023-09-14,South,1955.27,44.4,272.29,0.0
2023-09-15,South,1986.4,54.99,291.77,0.0
2023-09-16,South,1916.87,52.41,280.33,0.0
2023-09-17,South,1853.04,64.41,269.48,0.0
2023-09-18,South,1786.76,46.23,281.83,0.0
2023-09-19,South,1908.82,69.82,287.03,0.0
2023-09-20,South,1922.57,64.27,263.01,0.0
2023-09-21,South,1880.33,49.25,284.25,0.0
2023-09-22,South,1915.47,56.85,284.47,0.0
2023-09-23,South,1929.52,56.81,268.21,0.0
2023-09-24,South,1957.01,51.36,269.8,0.0
2023-09-25,South,1895.2,61.94,291.18,0.0
2023-09-26,South,1903.67,35.75,283.15,0.0
2023-09-27,South,1896.32,63.13,273.26,0.0
2023-09-28,South,1906.24,25.76,275.41,0.0
2023-09-29,South,1878.21,48.48,276.47,0.0
2023-09-30,South,1877.29,65.8,279.6,0.0
2023-10-01,South,1879.75,66.42,254.43,0.0
2023-10-02,South,1909.62,61.79,285.13,0.0
2023-10-03,South,1858.75,52.98,233.18,0.0
2023-10-04,South,1877.88,52.45,257.14,0.0
2023-10-05,South,1990.17,35.68,258.64,0.0
2023-10-06,South,1943.88,57.49,275.01,0.0
2023-10-07,South,1850.51,52.13,249.15,0.0
2023-10-08,South,1940.91,31.76,252.77,0.0
2023-10-09,South,1928.36,49.77,258.43,0.0
2023-10-10,South,1891.11,49.24,300.36,0.0
2023-10-11,South,1860.22,52.67,291.01,0.0
2023-10-12,South,1853.86,45.27,255.73,0.0
2023-10-13,South,1905.44,38.45,272.54,0.0
2023-10-14,South,1851.25,42.35,311.5,0.0
2023-10-15,South,1947.74,50.42,268.27,0.0
2023-10-16,South,1961.23,49.64,257.3,0.0
2023-10-17,South,1889.37,62.79,277.18,0.0
2023-10-18,South,1947.76,36.54,238.52,0.0
2023-10-19,South,1869.56,39.47,247.98,0.0
2023-10-20,South,1853.74,48.52,287.86,0.0
2023-10-21,South,1943.79,52.77,244.0,0.0
2023-10-22,South,1967.08,43.67,237.43,0.0
2023-10-23,South,1985.57,50.73,286.7,0.0
2023-10-24,South,1903.36,72.15,250.94,0.0
2023-10-25,South,1929.16,56.19,305.5,0.0
2023-10-26,South,1900.9,69.36,287.48,0.0
2023-10-27,South,1954.86,59.56,276.65,0.0
2023-10-28,South,1905.68,65.66,255.04,0.0
2023-10-29,South,1923.59,56.49,266.47,0.0
2023-10-30,South,1825.89,46.03,247.57,0.0
2023-10-31,South,1870.43,22.99,310.04,0.0
2023-11-01,South,1922.0,43.1,273.92,0.0
2023-11-02,South,1916.84,56.8,245.79,0.0
2023-11-03,South,1924.92,57.83,299.67,0.0
2023-11-04,South,1885.33,59.7,268.68,0.0
2023-11-05,South,1846.03,53.24,267.31,0.0
2023-11-06,South,1875.02,46.76,250.3,0.0
2023-11-07,South,1879.65,48.21,274.98,0.0
2023-11-08,South,1888.72,67.39,265.63,0.0
2023-11-09,South,2184.26,58.85,301.32,0.195
2023-11-10,South,2173.52,61.29,351.93,0.167
2023-11-11,South,2432.61,68.46,352.83,0.301
2023-11-12,South,2377.78,62.71,304.85,0.35
2023-11-13,South,2224.59,48.05,325.21,0.162
2023-11-14,South,2422.33,61.85,346.48,0.288
2023-11-15,South,2233.2,76.12,293.52,0.185
2023-11-16,South,1845.57,58.18,282.28,0.0
2023-11-17,South,1900.01,61.02,258.44,0.0
2023-11-18,South,1828.45,57.82,250.57,0.0
2023-11-19,South,1835.65,43.51,266.87,0.0
2023-11-20,South,1900.16,68.4,236.87,0.0
2023-11-21,South,1885.95,38.3,260.88,0.0
2023-11-22,South,1803.57,36.86,328.06,0.0
2023-11-23,South,1945.67,41.33,275.79,0.0
2023-11-24,South,1828.24,41.6,286.48,0.0
2023-11-25,South,1858.89,63.34,267.46,0.0
2023-11-26,South,1952.22,68.93,296.6,0.0
2023-11-27,South,1761.25,55.08,265.38,0.0
2023-11-28,South,1778.29,62.33,304.29,0.0
2023-11-29,South,1885.07,55.89,308.25,0.0
2023-11-30,South,1738.41,47.54,284.31,0.0
2023-12-01,South,1759.53,52.37,252.11,0.0
2023-12-02,South,1919.84,48.4,292.53,0.0
2023-12-03,South,1840.01,51.27,260.2,0.0
2023-12-04,South,1969.63,65.89,291.85,0.0
2023-12-05,South,1807.47,48.79,309.52,0.0
2023-12-06,South,1842.66,51.75,277.84,0.0
2023-12-07,South,1885.0,53.29,254.82,0.0
2023-12-08,South,1880.93,50.97,270.4,0.0
2023-12-09,South,1843.99,34.73,276.8,0.0
2023-12-10,South,1823.7,61.5,249.39,0.0
2023-12-11,South,1867.08,59.47,293.69,0.0
2023-12-12,South,1923.75,23.55,268.21,0.0
2023-12-13,South,1892.44,71.55,276.3,0.0
2023-12-14,South,1822.08,34.35,245.99,0.0
2023-12-15,South,1803.51,55.63,283.77,0.0
2023-12-16,South,1817.86,53.09,276.0,0.0
2023-12-17,South,1788.22,53.38,258.41,0.0
2023-12-18,South,1858.68,53.41,241.02,0.0
2023-12-19,South,1891.41,49.23,282.27,0.0
2023-12-20,South,1846.56,43.87,266.13,0.0
2023-12-21,South,1935.53,54.1,307.56,0.0
2023-12-22,South,2158.53,68.94,261.82,0.114
2023-12-23,South,2211.85,60.26,299.24,0.187
2023-12-24,South,2103.87,59.92,316.53,0.117
2023-12-25,South,2200.93,64.51,301.76,0.221
2023-12-26,South,2271.09,55.8,347.41,0.242
2023-12-27,South,2321.62,44.58,324.73,0.216
2023-12-28,South,2051.61,56.87,359.95,0.129
2023-12-29,South,1919.31,55.91,234.18,0.0
2023-12-30,South,1900.01,50.34,282.53,0.0
2023-12-31,South,1881.4,58.59,267.61,0.0
2024-01-01,South,1784.63,40.51,287.61,0.0
2024-01-02,South,1827.11,61.84,281.0,0.0
2024-01-03,South,1874.37,52.7,245.72,0.0
2024-01-04,South,1792.32,66.94,277.89,0.0
2024-01-05,South,1831.56,43.56,239.05,0.0
2024-01-06,South,1878.12,34.77,275.2,0.0
2024-01-07,South,1811.57,62.17,288.83,0.0
2024-01-08,South,1797.12,43.99,297.69,0.0
2024-01-09,South,1748.87,67.18,288.04,0.0
2024-01-10,South,1819.04,36.17,261.68,0.0
2024-01-11,South,1876.5,51.18,224.7,0.0
2024-01-12,South,1793.67,60.1,288.48,0.0
2024-01-13,South,1837.69,55.97,271.03,0.0
2024-01-14,South,1825.07,50.52,274.21,0.0
2024-01-15,South,1802.43,43.66,289.01,0.0
2024-01-16,South,1877.13,41.77,256.91,0.0
2024-01-17,South,1916.85,33.99,256.68,0.0
2024-01-18,South,1884.45,53.9,300.26,0.0
2024-01-19,South,1798.93,45.31,265.94,0.0
2024-01-20,South,1932.85,56.52,264.18,0.0
2024-01-21,South,1882.8,62.41,233.71,0.0
2024-01-22,South,1809.37,57.79,272.84,0.0
2024-01-23,South,1792.98,44.25,286.26,0.0
2024-01-24,South,1887.31,60.6,251.14,0.0
2024-01-25,South,1839.46,55.87,271.7,0.0
2024-01-26,South,1787.76,34.6,276.46,0.0
2024-01-27,South,1822.41,68.47,216.77,0.0
2024-01-28,South,1808.99,42.55,276.12,0.0
2024-01-29,South,1787.67,50.06,290.34,0.0
2024-01-30,South,1879.14,58.35,251.07,0.0
2024-01-31,South,1867.03,54.45,263.12,0.0
2024-02-01,South,1869.41,41.57,294.18,0.0
2024-02-02,South,1868.26,55.94,280.77,0.0
2024-02-03,South,1780.78,49.21,266.7,0.0
2024-02-04,South,1795.94,64.14,268.38,0.0
2024-02-05,South,1898.62,50.59,288.89,0.0
2024-02-06,South,1830.64,53.31,282.7,0.0
2024-02-07,South,1751.28,61.69,270.23,0.0
2024-02-08,South,1835.22,47.06,234.22,0.0
2024-02-09,South,1856.68,47.1,249.16,0.0
2024-02-10,South,1849.71,55.83,257.69,0.0
2024-02-11,South,1776.19,41.0,244.79,0.0
2024-02-12,South,1917.0,53.08,277.97,0.0
2024-02-13,South,1747.22,40.76,246.6,0.0
2024-02-14,South,1827.39,41.83,263.74,0.0
2024-02-15,South,1908.26,54.33,265.0,0.0
2024-02-16,South,1850.61,45.5,266.93,0.0
2024-02-17,South,1862.44,56.07,265.53,0.0
2024-02-18,South,1767.57,60.61,290.58,0.0
2024-02-19,South,1837.19,48.03,287.0,0.0
2024-02-20,South,1817.62,56.37,300.37,0.0
2024-02-21,South,1762.56,45.34,308.53,0.0
2024-02-22,South,1861.94,35.18,258.45,0.0
2024-02-23,South,1777.33,37.05,306.65,0.0
2024-02-24,South,1782.89,62.17,283.17,0.0
2024-02-25,South,1839.19,66.06,262.38,0.0
2024-02-26,South,1810.04,36.08,271.48,0.0
2024-02-27,South,1825.3,37.7,273.08,0.0
2024-02-28,South,1806.26,71.09,270.5,0.0
2024-02-29,South,1886.78,69.92,246.39,0.0
2024-03-01,South,1769.53,58.12,273.1,0.0
2024-03-02,South,1792.19,50.97,264.36,0.0
2024-03-03,South,1839.15,57.08,291.2,0.0
2024-03-04,South,1765.36,52.28,296.29,0.0
2024-03-05,South,1762.81,34.88,288.71,0.0
2024-03-06,South,1820.98,66.07,250.53,0.0
2024-03-07,South,1857.14,73.46,292.69,0.0
2024-03-08,South,1863.35,50.51,263.41,0.0
2024-03-09,South,1817.72,48.26,267.07,0.0
2024-03-10,South,1779.22,57.61,258.12,0.0
2024-03-11,South,1826.3,52.02,244.45,0.0
2024-03-12,South,1840.52,59.46,273.99,0.0
2024-03-13,South,1825.01,38.76,285.59,0.0
2024-03-14,South,1873.33,38.25,283.28,0.0
2024-03-15,South,1760.62,53.83,278.34,0.0
2024-03-16,South,1776.2,48.86,236.24,0.0
2024-03-17,South,1865.53,48.85,249.64,0.0
2024-03-18,South,1736.84,58.59,275.75,0.0
2024-03-19,South,1783.25,45.39,258.58,0.0
2024-03-20,South,1773.37,68.45,295.16,0.0
2024-03-21,South,1731.47,53.83,298.27,0.0
2024-03-22,South,1800.06,49.49,221.59,0.0
2024-03-23,South,1846.48,61.58,256.44,0.0
2024-03-24,South,1816.73,46.53,257.85,0.0
2024-03-25,South,1848.65,62.38,261.23,0.0
2024-03-26,South,1868.02,66.69,264.46,0.0
2024-03-27,South,1788.91,55.61,290.22,0.0
2024-03-28,South,1940.3,37.75,262.43,0.0
2024-03-29,South,1790.46,62.01,260.33,0.0
2024-03-30,South,1796.88,41.85,250.64,0.0
2024-03-31,South,1771.9,57.39,297.45,0.0
2024-04-01,South,1834.34,59.15,258.73,0.0
2024-04-02,South,1792.33,63.74,262.22,0.0
2024-04-03,South,1802.71,45.71,274.12,0.0
2024-04-04,South,1796.19,64.75,271.15,0.0
2024-04-05,South,1794.86,54.62,252.11,0.0
2024-04-06,South,1813.97,42.94,236.77,0.0
2024-04-07,South,1997.91,47.73,274.02,0.12
2024-04-08,South,2065.47,61.01,298.97,0.157
2024-04-09,South,2194.08,54.97,280.25,0.18
2024-04-10,South,2003.95,65.92,300.86,0.119
2024-04-11,South,1988.06,69.23,292.46,0.09
2024-04-12,South,2030.15,55.68,306.65,0.153
2024-04-13,South,2103.44,61.38,274.69,0.18
2024-04-14,South,1743.05,59.34,290.47,0.0
2024-04-15,South,1897.25,52.48,320.08,0.0
2024-04-16,South,1873.16,44.15,251.08,0.0
2024-04-17,South,1834.01,69.04,299.9,0.0
2024-04-18,South,1911.66,45.58,295.69,0.0
2024-04-19,South,1842.48,57.05,271.61,0.0
2024-04-20,South,1795.24,45.28,268.69,0.0
2024-04-21,South,1822.34,43.45,265.32,0.0
2024-04-22,South,1871.64,43.22,244.25,0.0
2024-04-23,South,1759.47,65.15,267.46,0.0
2024-04-24,South,1744.73,56.1,259.92,0.0
2024-04-25,South,1823.57,50.28,251.84,0.0
2024-04-26,South,1773.83,69.16,230.18,0.0
2024-04-27,South,1690.08,61.54,259.57,0.0
2024-04-28,South,1740.84,42.9,242.81,0.0
2024-04-29,South,1787.33,53.7,286.23,0.0
2024-04-30,South,1805.23,59.0,262.16,0.0
2024-05-01,South,1806.64,50.2,251.23,0.0
2024-05-02,South,1902.93,44.14,296.2,0.0
2024-05-03,South,1792.22,35.31,234.43,0.0
2024-05-04,South,1816.44,45.59,303.98,0.0
2024-05-05,South,1721.18,52.61,320.12,0.0
2024-05-06,South,1800.87,49.08,284.72,0.0
2024-05-07,South,1819.09,63.49,315.0,0.0
2024-05-08,South,1733.57,46.4,270.96,0.0
2024-05-09,South,1755.59,50.54,286.52,0.0
2024-05-10,South,1826.72,67.64,301.18,0.0
2024-05-11,South,1774.91,46.19,254.33,0.0
2024-05-12,South,1797.08,59.07,248.96,0.0
2024-05-13,South,1829.22,60.54,270.92,0.0
2024-05-14,South,1904.01,65.64,293.41,0.0
2024-05-15,South,1791.07,53.74,247.4,0.0
2024-05-16,South,1890.61,41.47,271.95,0.0
2024-05-17,South,1704.21,57.23,264.5,0.0
2024-05-18,South,1809.57,43.32,265.16,0.0
2024-05-19,South,1785.46,65.73,265.17,0.0
2024-05-20,South,1775.55,46.51,248.36,0.0
2024-05-21,South,1835.1,51.78,293.64,0.0
2024-05-22,South,1791.49,64.39,255.1,0.0
2024-05-23,South,1701.0,53.82,256.86,0.0
2024-05-24,South,1722.86,48.78,269.17,0.0
2024-05-25,South,1838.41,47.52,214.9,0.0
2024-05-26,South,1720.49,69.19,258.87,0.0
2024-05-27,South,1839.84,45.7,254.99,0.0
2024-05-28,South,1808.69,37.73,305.1,0.0
2024-05-29,South,1793.99,52.27,280.69,0.0
2024-05-30,South,1798.49,55.97,260.44,0.0
2024-05-31,South,1828.37,52.24,285.29,0.0
2024-06-01,South,1743.83,38.73,263.18,0.0
2024-06-02,South,1804.89,50.22,259.85,0.0
2024-06-03,South,1745.88,46.76,274.14,0.0
2024-06-04,South,1811.12,66.31,279.7,0.0
2024-06-05,South,1835.35,44.27,325.64,0.0
2024-06-06,South,1811.42,66.43,261.2,0.0
2024-06-07,South,1833.65,66.61,274.6,0.0
2024-06-08,South,1768.32,40.98,296.09,0.0
2024-06-09,South,1800.32,44.27,280.65,0.0
2024-06-10,South,1791.64,53.77,282.4,0.0
2024-06-11,South,1788.49,70.51,270.15,0.0
2024-06-12,South,1763.75,40.86,257.0,0.0
2024-06-13,South,1782.31,40.22,240.78,0.0
2024-06-14,South,1748.4,63.59,272.8,0.0
2024-06-15,South,1719.46,50.92,219.23,0.0
2024-06-16,South,1769.28,47.83,287.62,0.0
2024-06-17,South,1835.75,67.94,253.97,0.0
2024-06-18,South,1816.31,56.93,291.52,0.0
2024-06-19,South,1741.93,54.78,285.81,0.0
2024-06-20,South,1784.62,40.75,219.17,0.0
2024-06-21,South,1839.7,68.28,287.72,0.0
2024-06-22,South,1782.82,57.97,289.92,0.0
2024-06-23,South,1734.53,49.34,250.63,0.0
2024-06-24,South,1918.48,40.29,243.84,0.0
2024-06-25,South,1797.43,56.78,262.45,0.0
2024-06-26,South,1747.79,67.51,295.81,0.0
2024-06-27,South,1814.72,60.8,282.62,0.0
2024-06-28,South,1802.07,45.48,260.24,0.0
2024-06-29,South,1729.48,45.44,250.06,0.0
2024-06-30,South,1811.42,51.22,291.21,0.0
2024-07-01,South,1856.15,50.58,255.89,0.0
2024-07-02,South,1795.53,50.59,273.99,0.0
2024-07-03,South,1704.38,47.44,268.57,0.0
2024-07-04,South,1824.71,79.59,243.31,0.0
2024-07-05,South,1837.99,32.33,272.53,0.0
2024-07-06,South,1778.75,56.3,267.58,0.0
2024-07-07,South,1779.35,42.81,300.56,0.0
2024-07-08,South,1921.44,52.68,273.46,0.0
2024-07-09,South,1775.88,60.62,266.77,0.0
2024-07-10,South,1752.95,49.5,300.56,0.0
2024-07-11,South,1810.55,36.01,277.46,0.0
2024-07-12,South,1838.29,54.82,262.24,0.0
2024-07-13,South,1836.44,50.82,298.42,0.0
2024-07-14,South,1686.68,44.24,285.75,0.0
2024-07-15,South,1777.31,52.38,283.41,0.0
2024-07-16,South,1868.27,56.48,229.71,0.0
2024-07-17,South,1827.24,44.02,256.75,0.0
2024-07-18,South,1749.4,42.72,259.08,0.0
2024-07-19,South,1873.6,53.72,289.27,0.0
2024-07-20,South,1860.01,39.79,271.01,0.0
2024-07-21,South,1797.24,55.2,293.41,0.0
2024-07-22,South,1856.34,68.65,266.64,0.0
2024-07-23,South,1912.66,42.92,277.72,0.0
2024-07-24,South,1760.26,43.35,276.0,0.0
2024-07-25,South,1841.07,44.94,228.11,0.0
2024-07-26,South,1912.91,57.48,257.12,0.0
2024-07-27,South,1846.59,67.5,270.8,0.0
2024-07-28,South,1776.54,36.87,289.93,0.0
2024-07-29,South,1826.54,50.49,282.52,0.0
2024-07-30,South,1883.42,62.19,271.85,0.0
2024-07-31,South,1764.48,39.22,273.69,0.0
2024-08-01,South,1814.1,65.84,268.67,0.0
2024-08-02,South,1803.78,56.5,254.61,0.0
2024-08-03,South,1784.73,37.73,267.35,0.0
2024-08-04,South,1828.74,52.65,292.95,0.0
2024-08-05,South,1811.98,53.29,291.15,0.0
2024-08-06,South,1849.55,47.99,243.93,0.0
2024-08-07,South,1874.8,57.08,300.12,0.0
2024-08-08,South,1754.48,46.66,283.16,0.0
2024-08-09,South,1821.87,58.99,241.62,0.0
2024-08-10,South,1816.22,50.27,284.9,0.0
2024-08-11,South,1829.43,55.84,284.91,0.0
2024-08-12,South,1818.87,57.65,268.93,0.0
2024-08-13,South,1771.0,52.63,292.33,0.0
2024-08-14,South,1893.17,53.84,256.75,0.0
2024-08-15,South,1914.87,50.42,278.89,0.0
2024-08-16,South,1848.57,62.46,241.24,0.0
2024-08-17,South,1851.54,49.9,289.2,0.0
2024-08-18,South,1828.6,44.21,254.47,0.0
2024-08-19,South,1870.92,52.51,239.93,0.0
2024-08-20,South,1700.72,70.15,278.63,0.0
2024-08-21,South,1823.11,58.56,293.87,0.0
2024-08-22,South,1795.09,76.56,269.0,0.0
2024-08-23,South,1831.44,37.52,276.79,0.0
2024-08-24,South,1879.22,44.76,248.24,0.0
2024-08-25,South,1825.97,47.54,268.62,0.0
2024-08-26,South,1807.44,64.15,306.92,0.0
2024-08-27,South,1755.74,42.26,262.4,0.0
2024-08-28,South,1820.89,58.08,284.99,0.0
2024-08-29,South,1860.42,43.26,289.23,0.0
2024-08-30,South,1785.2,45.35,251.76,0.0
2024-08-31,South,1727.55,57.63,294.89,0.0
2024-09-01,South,1941.89,55.41,273.31,0.0
2024-09-02,South,1845.4,51.52,272.17,0.0
2024-09-03,South,1818.03,50.15,281.84,0.0
2024-09-04,South,1899.13,53.11,317.39,0.0
2024-09-05,South,1837.13,55.83,266.3,0.0
2024-09-06,South,1897.14,42.39,252.99,0.0
2024-09-07,South,1893.34,56.25,260.05,0.0
2024-09-08,South,1767.78,54.17,296.22,0.0
2024-09-09,South,1854.99,40.55,267.57,0.0
2024-09-10,South,1918.75,29.91,241.72,0.0
2024-09-11,South,1783.05,54.56,243.55,0.0
2024-09-12,South,1784.16,40.33,304.04,0.0
2024-09-13,South,1793.12,46.09,251.72,0.0
2024-09-14,South,1879.0,65.05,251.58,0.0
2024-09-15,South,1849.21,55.66,277.87,0.0
2024-09-16,South,1738.72,60.9,248.65,0.0
2024-09-17,South,1853.07,44.17,258.38,0.0
2024-09-18,South,1823.94,44.58,286.3,0.0
2024-09-19,South,1831.44,55.97,280.99,0.0
2024-09-20,South,1795.73,37.42,274.58,0.0
2024-09-21,South,1855.52,66.86,313.86,0.0
2024-09-22,South,1891.16,47.71,288.24,0.0
2024-09-23,South,1807.07,44.4,241.47,0.0
2024-09-24,South,1755.58,38.28,296.41,0.0
2024-09-25,South,1825.09,48.4,258.97,0.0
2024-09-26,South,1878.6,59.78,246.0,0.0
2024-09-27,South,1820.28,57.04,266.24,0.0
2024-09-28,South,1767.0,72.67,262.24,0.0
2024-09-29,South,1880.59,50.87,242.27,0.0
2024-09-30,South,1913.75,74.62,263.53,0.0
2024-10-01,South,1844.54,69.61,236.98,0.0
2024-10-02,South,1763.81,55.06,312.32,0.0
2024-10-03,South,1828.77,46.12,274.72,0.0
2024-10-04,South,1852.8,65.61,263.79,0.0
2024-10-05,South,1805.31,37.87,260.92,0.0
2024-10-06,South,1875.53,55.2,276.14,0.0
2024-10-07,South,1801.56,59.19,253.96,0.0
2024-10-08,South,1848.79,72.14,254.57,0.0
2024-10-09,South,1836.67,53.1,277.11,0.0
2024-10-10,South,1879.46,54.58,248.77,0.0
2024-10-11,South,1848.54,65.89,260.01,0.0
2024-10-12,South,1840.01,56.47,274.52,0.0
2024-10-13,South,1810.28,54.24,240.22,0.0
2024-10-14,South,1852.75,46.22,278.71,0.0
2024-10-15,South,1838.6,37.59,266.16,0.0
2024-10-16,South,1808.68,53.37,283.28,0.0
2024-10-17,South,1860.77,53.16,266.8,0.0
2024-10-18,South,1871.6,54.75,265.6,0.0
2024-10-19,South,1837.08,43.67,260.72,0.0
2024-10-20,South,1901.18,56.24,266.97,0.0
2024-10-21,South,1868.41,78.28,247.98,0.0
2024-10-22,South,1791.63,55.91,280.99,0.0
2024-10-23,South,1923.3,52.92,264.33,0.0
2024-10-24,South,1895.39,52.08,270.27,0.0
2024-10-25,South,1907.75,68.14,235.45,0.0
2024-10-26,South,1878.3,43.45,275.61,0.0
2024-10-27,South,1742.01,62.82,253.99,0.0
2024-10-28,South,1914.15,41.59,267.73,0.0
2024-10-29,South,2418.54,55.44,341.15,0.298
2024-10-30,South,2164.22,65.09,281.94,0.152
2024-10-31,South,2175.93,54.12,330.95,0.152
2024-11-01,South,2316.67,55.64,294.65,0.183
2024-11-02,South,2201.52,60.18,289.38,0.2
2024-11-03,South,2472.68,65.13,300.96,0.346
2024-11-04,South,2126.58,78.17,296.0,0.168
2024-11-05,South,1811.06,51.01,334.9,0.0
2024-11-06,South,1812.62,69.83,291.44,0.0
2024-11-07,South,1773.25,39.04,279.19,0.0
2024-11-08,South,1887.81,60.06,301.48,0.0
2024-11-09,South,1966.52,54.43,277.75,0.0
2024-11-10,South,1970.35,41.34,246.13,0.0
2024-11-11,South,1825.8,43.15,246.39,0.0
2024-11-12,South,1855.46,53.41,218.03,0.0
2024-11-13,South,1931.38,51.31,272.06,0.0
2024-11-14,South,1891.99,54.44,296.61,0.0
2024-11-15,South,1877.75,67.63,300.62,0.0
2024-11-16,South,1858.84,57.37,257.6,0.0
2024-11-17,South,1931.25,41.7,242.79,0.0
2024-11-18,South,1819.34,57.28,271.23,0.0
2024-11-19,South,1897.69,50.35,287.18,0.0
2024-11-20,South,1891.56,52.44,313.0,0.0
2024-11-21,South,1877.14,38.59,273.48,0.0
2024-11-22,South,1915.02,35.47,285.2,0.0
2024-11-23,South,1877.98,38.8,275.64,0.0
2024-11-24,South,1850.24,45.46,254.4,0.0
2024-11-25,South,1882.26,45.77,267.78,0.0
2024-11-26,South,1798.69,40.34,244.68,0.0
2024-11-27,South,1909.6,58.17,230.71,0.0
2024-11-28,South,1923.05,54.9,233.43,0.0
2024-11-29,South,1847.48,53.37,254.64,0.0
2024-11-30,South,1836.25,59.97,296.29,0.0
2024-12-01,South,1850.67,49.46,274.02,0.0
2024-12-02,South,1879.18,63.11,263.58,0.0
2024-12-03,South,1893.8,59.36,254.18,0.0
2024-12-04,South,1964.45,55.52,277.11,0.0
2024-12-05,South,1958.81,54.78,305.96,0.0
2024-12-06,South,1926.61,33.88,275.64,0.0
2024-12-07,South,1891.77,54.47,272.91,0.0
2024-12-08,South,1840.04,64.07,252.91,0.0
2024-12-09,South,1971.05,66.74,274.83,0.0
2024-12-10,South,1875.37,41.21,277.59,0.0
2024-12-11,South,1902.5,55.18,242.08,0.0
2024-12-12,South,1920.48,51.85,291.47,0.0
2024-12-13,South,1892.88,55.56,236.6,0.0
2024-12-14,South,1948.03,51.22,243.09,0.0
2024-12-15,South,1913.93,45.28,341.71,0.0
2024-12-16,South,1941.28,61.29,264.76,0.0
2024-12-17,South,1914.9,57.39,289.09,0.0
2024-12-18,South,1891.32,66.54,294.33,0.0
2024-12-19,South,1897.61,64.15,284.77,0.0
2024-12-20,South,1891.48,66.07,254.52,0.0
2024-12-21,South,1831.06,54.21,259.48,0.0
2024-12-22,South,2101.59,34.92,301.54,0.139
2024-12-23,South,2152.38,42.36,295.05,0.113
2024-12-24,South,2032.33,59.17,305.16,0.108
2024-12-25,South,2270.05,76.45,338.8,0.209
2024-12-26,South,2286.92,48.09,355.02,0.239
2024-12-27,South,2296.86,50.58,318.65,0.224
2024-12-28,South,2277.83,67.88,307.44,0.204
2024-12-29,South,1880.46,48.04,248.58,0.0
2024-12-30,South,1830.05,48.43,264.08,0.0
2024-12-31,South,1892.88,50.38,267.61,0.0
2020-01-01,East,2182.57,185.34,138.05,0.0
2020-01-02,East,2269.08,183.03,108.88,0.0
2020-01-03,East,2189.13,187.08,128.12,0.0
2020-01-04,East,2188.93,181.8,117.2,0.0
2020-01-05,East,2214.25,166.29,136.27,0.0
2020-01-06,East,2262.96,190.93,104.19,0.0
2020-01-07,East,2206.88,173.48,104.14,0.0
2020-01-08,East,2181.81,163.78,153.15,0.0
2020-01-09,East,2239.37,173.26,137.71,0.0
2020-01-10,East,2251.73,189.01,99.62,0.0
2020-01-11,East,2269.02,193.07,112.6,0.0
2020-01-12,East,2210.69,185.58,142.37,0.0
2020-01-13,East,2236.91,173.03,99.07,0.0
2020-01-14,East,2253.36,170.97,137.42,0.0
2020-01-15,East,2223.62,195.92,115.77,0.0
2020-01-16,East,2281.18,173.66,172.12,0.0
2020-01-17,East,2248.46,184.29,94.75,0.0
2020-01-18,East,2310.72,169.52,89.07,0.0
2020-01-19,East,2263.15,180.53,117.96,0.0
2020-01-20,East,2121.61,174.85,94.02,0.0
2020-01-21,East,2198.71,169.82,118.07,0.0
2020-01-22,East,2138.42,177.34,132.64,0.0
2020-01-23,East,2188.05,159.97,136.43,0.0
2020-01-24,East,2202.1,171.07,125.48,0.0
2020-01-25,East,2264.78,193.24,116.62,0.0
2020-01-26,East,2200.04,192.33,168.33,0.0
2020-01-27,East,2292.41,178.06,163.1,0.0
2020-01-28,East,2189.95,169.66,126.45,0.0
2020-01-29,East,2209.63,174.78,121.06,0.0
2020-01-30,East,2162.75,175.12,82.74,0.0
2020-01-31,East,2297.63,180.5,108.05,0.0
2020-02-01,East,2305.0,186.87,144.69,0.0
2020-02-02,East,2220.14,169.44,92.88,0.0
2020-02-03,East,2153.39,169.61,99.11,0.0
2020-02-04,East,2217.68,171.05,116.3,0.0
2020-02-05,East,2240.37,185.85,147.61,0.0
2020-02-06,East,2197.69,188.0,158.52,0.0
2020-02-07,East,2347.64,165.65,117.49,0.0
2020-02-08,East,2322.03,169.57,138.7,0.0
2020-02-09,East,2143.98,179.7,104.23,0.0
2020-02-10,East,2174.4,185.89,138.4,0.0
2020-02-11,East,2255.69,174.83,131.37,0.0
2020-02-12,East,2179.82,178.06,113.14,0.0
2020-02-13,East,2243.21,174.86,106.97,0.0
2020-02-14,East,2235.26,179.83,117.42,0.0
2020-02-15,East,2233.4,183.02,74.03,0.0
2020-02-16,East,2286.98,183.38,62.57,0.0
2020-02-17,East,2327.06,183.25,120.97,0.0
2020-02-18,East,2257.15,157.89,120.4,0.0
2020-02-19,East,2177.39,184.08,119.98,0.0
2020-02-20,East,2245.84,176.84,110.94,0.0
2020-02-21,East,2210.08,179.91,128.36,0.0
2020-02-22,East,2339.55,175.93,118.2,0.0
2020-02-23,East,2275.24,168.79,136.55,0.0
2020-02-24,East,2261.35,169.16,124.49,0.0
2020-02-25,East,2274.34,177.01,102.8,0.0
2020-02-26,East,2240.58,188.53,85.19,0.0
2020-02-27,East,2305.74,174.7,121.09,0.0
2020-02-28,East,2215.23,193.62,131.25,0.0
